SA22018_V1_NAME,LATITUDE,LONGITUDE
Inland water Lake Tekapo,-43.88821454,170.523067
Twizel,-44.26855663,170.0937685
Opua (Mackenzie District),-43.8561873,171.0685712
Fairlie,-44.09701087,170.8253535
Hakataramea,-44.5949764,170.5931437
Maungati,-44.49962787,170.9397618
Lyalldale,-44.49021445,171.1096423
Makikihi-Willowbridge,-44.68813769,171.0511393
Waimate North,-44.72202963,171.047794
Morven-Glenavy-Ikawai,-44.85372568,171.0010329
Waimate West,-44.73240496,171.0383253
Waimate East,-44.73770602,171.0473473
Oceanic Chatham Islands,-44.09000893,-175.9326464
Chatham Islands,-43.77987148,-176.3679628
Aviemore,-44.47471306,169.9505634
Inland water Lake Ohau,-44.22094871,169.8467395
Danseys Pass,-44.89434996,170.502109
Ngapara,-45.06213909,170.6974178
Lower Waitaki,-45.00239341,171.0203569
Waihemo,-45.39244142,170.5515955
Maheno,-45.27731871,170.7053441
Weston,-45.08908465,170.9307191
Oamaru North Milner Park,-45.06404471,171.0000369
Oamaru North Orana Park,-45.08058565,170.9776537
Oamaru Gardens,-45.09820391,170.9453973
Glen Warren,-45.09087588,170.9672687
Holmes Hill,-45.10681931,170.9473211
Oamaru Central,-45.1007158,170.9718248
South Hill,-45.10579567,170.9613857
Inlet Port Oamaru,-45.10727618,170.9763437
Palmerston,-45.48147258,170.7095436
Lindis-Nevis Valleys,-44.94314357,169.2809039
Cromwell West,-45.06411975,169.1704764
Cromwell East,-45.03747874,169.2061791
Manuherikia-Ida Valleys,-45.0524266,169.7255609
Earnscleugh,-45.2810906,169.2508694
Dunstan-Galloway,-45.19905383,169.4394309
Clyde,-45.19247012,169.3244548
Alexandra North,-45.24363835,169.3898474
Alexandra South,-45.25210421,169.3757854
Maniototo,-45.25282329,170.0208691
Teviot Valley,-45.58227059,169.426679
Outer Wanaka,-44.47627247,169.4095157
Glenorchy,-44.72734758,168.355934
Inland water Lake Wanaka,-44.52723691,169.1114966
Outer Wakatipu,-44.83712994,168.7154404
Inland water Lake Hawea,-44.38179187,169.3944743
Cardrona,-44.78255502,169.0497263
Inland water Lake Wakatipu,-45.08666442,168.5545999
Wanaka Waterfront,-44.67399475,169.1308365
Wanaka North,-44.68004109,169.1523206
Wanaka West,-44.70336241,169.1152795
Albert Town,-44.68367445,169.1820108
Wanaka Central,-44.70519427,169.1499495
Lake Hawea,-44.61387879,169.2667843
Upper Clutha Valley,-44.68728145,169.2943196
Kingston,-45.19619152,168.513057
Arthurs Point,-44.98924909,168.6732629
Wakatipu Basin,-44.97140971,168.7838267
Queenstown Hill,-45.00760658,168.6994033
Warren Park,-45.02264371,168.66173
Sunshine Bay-Fernhill,-45.04130323,168.6310687
Arrowtown,-44.9457261,168.8384156
Quail Rise,-44.99478952,168.748761
Queenstown Central,-45.0327315,168.6546034
Queenstown East,-45.03289461,168.6724977
Frankton Arm,-45.02699752,168.6893979
Frankton,-45.01825697,168.7458528
Lake Hayes,-44.97955825,168.8147685
Kelvin Heights,-45.0390866,168.7232524
Shotover Country,-45.00679253,168.7757255
Lake Hayes Estate,-45.00228082,168.7937444
Jacks Point,-45.07182625,168.7371562
Strath Taieri,-45.63286905,170.1227055
Bucklands Crossing,-45.62493912,170.5324989
Waikouaiti,-45.60312292,170.6672577
Momona,-45.93568773,170.2027137
Taieri,-45.82713359,170.3663382
Inlets other Dunedin City,-45.7300537,170.5831487
Mount Cargill,-45.78374853,170.5697094
Bush Road,-45.87310687,170.3383155
Mosgiel East,-45.86646279,170.3643547
Mosgiel Central,-45.87866986,170.3478655
Seddon Park,-45.87666031,170.3564382
Wingatui,-45.86700748,170.3862776
Saddle Hill-Chain Hills,-45.91291031,170.3827252
East Taieri,-45.89103385,170.3518894
Halfway Bush,-45.85706687,170.4665423
Helensburgh,-45.84936353,170.4834064
Glenleith,-45.84321396,170.4996071
Fairfield (Dunedin City),-45.90161406,170.4007974
Inlet Otago Harbour,-45.83827386,170.6171676
Brockville,-45.86689774,170.4616037
Wakari,-45.85838705,170.4862186
Abbotsford,-45.89815819,170.4226316
Brighton,-45.93395134,170.3742579
Pine Hill-Dalmore,-45.84825689,170.5138806
Kaikorai-Bradford,-45.89632854,170.4487664
Maori Hill,-45.85777797,170.5006465
Roslyn (Dunedin City),-45.86711907,170.4917572
North East Valley Chingford,-45.84682841,170.5296846
Roseneath-Sawyers Bay,-45.8281024,170.5912867
Normanby,-45.8417597,170.5449034
North East Valley Knox,-45.85238619,170.5223725
Belleknowes,-45.87481662,170.4813773
Gardens (Dunedin City),-45.85877849,170.5191685
Kenmure,-45.88684127,170.468585
Campus West,-45.86290217,170.5078626
Waldronville,-45.91984564,170.4255345
Green Island,-45.90709712,170.4373693
Port Chalmers,-45.81220383,170.6179941
Royal Terrace,-45.86668004,170.5046662
Arthur Street,-45.8757494,170.4927273
Opoho,-45.85517613,170.5419488
Campus North,-45.86491215,170.5195025
Campus South,-45.86793792,170.5121168
Mornington,-45.88564448,170.4840424
Dunedin Central,-45.87712471,170.5029122
Maryhill,-45.89194542,170.4756852
Ravensbourne-St Leonards,-45.85250406,170.5653481
Harbourside,-45.86782727,170.5313008
Fernhill,-45.88464081,170.4931845
Otago Peninsula,-45.87156725,170.6461088
Concord,-45.90471629,170.4603459
Calton Hill,-45.89931896,170.4685923
Caversham,-45.89677117,170.4820345
Hillside-Portsmouth Drive,-45.89228448,170.5043287
Kew (Dunedin City),-45.90324804,170.4807196
Corstorphine,-45.90830943,170.4722257
Forbury,-45.90099334,170.490306
Bathgate Park,-45.89889991,170.4999829
St Clair,-45.9148609,170.4756208
Waverley,-45.88463789,170.5335028
Macandrew Bay-Company Bay,-45.87172339,170.5941441
Broad Bay-Portobello,-45.84455049,170.638298
St Kilda South,-45.90481538,170.5028639
Musselburgh,-45.89733798,170.5181474
Shiel Hill,-45.88811859,170.5429681
St Kilda North,-45.90351204,170.5132918
Andersons Bay,-45.8982685,170.5368351
Tainui,-45.90348586,170.5277861
West Otago,-45.83535422,169.212907
Tuapeka,-45.88283856,169.7150744
Clinton,-46.23295914,169.3630284
Clutha Valley,-46.14666172,169.6156287
Bruce,-46.07247342,170.0865561
Catlins,-46.45964433,169.4651702
Milton,-46.12167234,169.9675018
Balclutha South,-46.24449018,169.7225541
Balclutha North,-46.23245645,169.7529172
Benhar-Stirling,-46.23721671,169.7779834
Kaitangata-Matau,-46.26457502,169.8572419
Inlet Catlins,-46.47667891,169.6419765
Fiordland,-45.35169124,167.3618722
Inlets Fiordland,-45.7095589,166.7231125
Inland water Lake Te Anau,-45.2107913,167.730703
Mararoa,-45.26618632,167.9813603
Inland water Lake Manapouri,-45.51832727,167.4928202
Te Anau,-45.4135156,167.7230305
Whitestone,-45.44172667,167.7540566
Mossburn,-45.5465414,168.3746571
Inland water Lake Hauroko,-45.92099239,167.2671697
Longwood Forest,-46.01707924,167.6730109
Ohai-Nightcaps,-45.89093509,168.0261404
Riversdale-Piano Flat,-45.48645863,169.0316281
Lumsden-Balfour,-45.74921739,168.6100211
Oreti River,-46.00268489,168.3178989
Otautau,-46.19250679,168.0534784
Hedgehope,-46.12903119,168.5658401
Winton,-46.14486071,168.3238251
Waianiwa,-46.24535244,168.3302704
Riverton,-46.37009983,168.0125718
Wallacetown,-46.33578429,168.2555345
Grove Bush,-46.30068372,168.4781271
Edendale-Woodlands,-46.3334381,168.6700711
Inlets other Southland District,-46.56863831,168.6034675
Stewart Island,-46.94043601,167.8585502
Awarua Plains,-46.48269183,168.6040988
Wyndham-Catlins,-46.47283276,168.9919312
Waikaka,-45.96604044,168.9804374
Waimumu-Kaiwera,-46.20791261,169.0730871
Gore North,-46.09161463,168.938688
Gore West,-46.10626401,168.9235618
East Gore,-46.08957912,168.9613628
Gore Central,-46.09988752,168.9452006
Gore Main,-46.10427676,168.9374566
Gore South,-46.12386918,168.9205021
Mataura,-46.18742074,168.8733023
West Plains-Makarewa,-46.4816177,168.2790394
Prestonville-Grasmere,-46.38023874,168.3416571
Donovan Park,-46.37529256,168.3565711
Myross Bush,-46.37140357,168.4041521
Otatara,-46.43520129,168.2879193
Invercargill Central,-46.41489239,168.3285073
Gladstone (Invercargill City),-46.39213483,168.3533006
Rosedale,-46.38971341,168.3679626
Avenal,-46.40074343,168.3527294
Hargest,-46.38994186,168.3801311
Windsor,-46.39716606,168.3756861
Richmond (Invercargill City),-46.40719619,168.3691814
Glengarry,-46.40175741,168.3880986
Inlet New River Estuary,-46.48055309,168.3110081
Turnbull Thompson Park,-46.4103152,168.3855181
Crinan,-46.42135777,168.3563527
Georgetown,-46.41932389,168.3690064
Kew (Invercargill City),-46.43342614,168.353793
Kennington-Tisbury,-46.42133008,168.4219633
Newfield,-46.41755347,168.3890727
Strathern,-46.42792492,168.3683938
Elizabeth Park,-46.42502106,168.3870204
Aurora,-46.42992339,168.382234
Moulson,-46.43454531,168.376844
Kingswell,-46.44101863,168.3709902
Clifton,-46.4506845,168.3651353
Woodend-Greenhills,-46.52117182,168.3747082
Inlet Bluff Harbour,-46.57448006,168.3564574
Bluff,-46.60724545,168.3322456
Oceanic West Coast Region,-43.13229217,170.0554719
Oceanic Nelson Region,-41.03769285,173.4018247
Oceanic Marlborough Region,-41.63120531,174.342825
Oceanic Southland Region,-46.40514444,167.5331173
Oceanic Canterbury Region,-43.95822037,172.7389226
Oceanic Otago Region,-46.13228362,170.3436236
